ean,produto,codshopfarma,preco_shopfarma,link_preco_popular,cod_preco_popular,preco_preco_popular,link_raia,cod_raia,preco_raia,link_paguemenos,cod_paguemenos,preco_paguemenos,link_saojoao,cod_saojoao,preco_saojoao
7898414850617,   CALCITRAN D3 400UI 60CP REV,9053,72.5,https://www.precopopular.com.br/calcitran-d3-com-60-comprimidos-400ui/p,709311,79.0,,,,https://www.paguemenos.com.br/calcitran-vitamina-d3-400ui-com-60-comprimidos/p,32091,81.15,https://www.saojoaofarmacias.com.br/calcitran-d3-60cp-divcom/p,,83.89
7898414850891,   CALCITRAN D3 600MG 30CP REV,12477,44.9,https://www.precopopular.com.br/calcitran-d3-com-30-comprimidos-400ui/p,714254,44.95,,,,https://www.paguemenos.com.br/calcitran-600maisd3-com-30-comprimidos/p,34152,45.05,https://www.saojoaofarmacias.com.br/calcitran-d3-30-comprimidos-divcom/p,,51.68
7898414852581,   CALCITRAN MDK 30CP,17342,55.99,,,,,,,https://www.paguemenos.com.br/calcitran-mdk-com-30-comprimidos/p,46206,51.55,https://www.saojoaofarmacias.com.br/calcitran-mdk-30-comprimidos-divcom/p,,63.49
7898040328573,   CALCITRAN MDK 30CP MAST,135658,67.99,https://www.precopopular.com.br/calcitran-mdk-com-30-comprimidos-mastigaveis-zero-acucar-sabor-menta/p,740547,62.9,,,,https://www.paguemenos.com.br/calcitran-mdk-com-30-comprimidos-mastigaveis/p,56190,58.3,,,
7898414852598,   CALCITRAN MDK 60CP,135657,91.75,,,,,,,https://www.paguemenos.com.br/calcitran-mdk-com-60-comprimidos/p,46205,88.5,https://www.saojoaofarmacias.com.br/calcitran-mdk-60-comprimidos-divcom/p,,102.09
7896261012653,   CALCIUM SANDOZ FF 1000MG 10CP,9060,28.56,,,,,,,,,,,,
7896261013353,   CALCIUM SANDOZ+VIT C 10CP,9062,16.62,,,,,,,,,,,,
7891058013318,   CALCORT 6MG 20CP,7797,88.09,https://www.precopopular.com.br/calcort-6mg-com-20-comprimidos/p,573875,75.72,,,,https://www.paguemenos.com.br/calcort-6mg-com-20-comprimidos/p,191,74.25,https://www.saojoaofarmacias.com.br/calcort-6mg-20cp-aventis/p,,70.69
7896226109305,   CALDE 600MG+400MG MEN 60CP MAS,17836,101.3,https://www.precopopular.com.br/calde-com-60-comprimidos-sabor-menta-zero-acucares/p,701950,85.8,,,,https://www.paguemenos.com.br/calde-com-60-comprimidos-mastigaveis/p,25093,99.05,https://www.saojoaofarmacias.com.br/calde-60-comprimidos-marjan/p,,84.19
7896226105208,   CALDE K2 30CP REV,17841,107.99,https://www.precopopular.com.br/calde-k2-com-30-comprimidos-revestidos/p,724850,109.9,,,,https://www.paguemenos.com.br/calde-k2-com-30-comprimidos/p,42449,89.7,https://www.saojoaofarmacias.com.br/calde-k2-30-comprimidos-revestidos-marjan/p,,93.69
7896226108735,   CALDE KM 30CP REV,17858,114.6,https://www.precopopular.com.br/calde-km-com-30-comprimidos/p,731220,109.9,,,,https://www.paguemenos.com.br/calde-km-com-30-comprimidos/p,49270,100.55,https://www.saojoaofarmacias.com.br/calde-km-30-comprimidos-revestidos-marjan/p,,99.79
7896226105147,   CALDE MAG 60CP REV,112379,85.76,https://www.precopopular.com.br/calde-mag-com-60-comprimidos/p,722443,104.95,,,,https://www.paguemenos.com.br/calde-mag-com-60-comprimidos/p,40805,100.5,https://www.saojoaofarmacias.com.br/calde-mag-60cp-rev-marjan/p,,97.09
7896226109565,   CALDE MDK 2.000UI 30CP REV,55327,88.0,https://www.precopopular.com.br/calde-mdk-2000ui-com-30-comprimidos-revestidos/p,737635,89.49,,,,https://www.paguemenos.com.br/calde-mdk-2-000ui-com-30-comprimidos/p,61222,76.49,,,
7895858017156,   CALMAN 20 CP,17851,49.75,https://www.precopopular.com.br/calman-com-20-comprimidos/p,695307,46.83,,,,https://www.paguemenos.com.br/calman-com-20-comprimidos/p,52222,46.15,https://www.saojoaofarmacias.com.br/calman-20cp-aspen/p,,48.22
7895858017149,   CALMAN LIQ 100ML,17837,54.5,https://www.precopopular.com.br/calman-100ml/p,691465,51.89,,,,https://www.paguemenos.com.br/calman-solucao-oral-100ml/p,52221,46.1,https://www.saojoaofarmacias.com.br/calman-100ml-aspen/p,,45.69
7891142207500,"   CALMINEX DICLO 11,6MG/G 85ML",138019,28.0,https://www.precopopular.com.br/calminex-diclo-aerossol-85ml/p,742963,28.22,,,,https://www.paguemenos.com.br/calminex-diclo-aerossol-85ml/p,93131,24.9,,,
7891142118080,   CALMINEX ICE AER 170G,3379,75.0,https://www.precopopular.com.br/calminex-ice-300ml-aerossol/p,702945,70.94,,,,,,,https://www.saojoaofarmacias.com.br/calminex-ice-170g-gelo-inst-hypera-pharm/p,,78.82
7891142118073,   CALMINEX ICE AER 60G,13585,46.0,https://www.precopopular.com.br/calminex-ice-106ml-aerossol/p,712865,44.82,,,,https://www.paguemenos.com.br/calminex-ice-aerosol-com-60g/p,34155,42.9,https://www.saojoaofarmacias.com.br/calminex-ice-aero-60g-hypera-pharma/p,,49.25
7896023700637,   CAMOMILA CPTA LIQ 150ML,5683,27.5,https://www.precopopular.com.br/camomila-catarinense-150ml/p,111615,26.51,,,,https://www.paguemenos.com.br/camomila-composta-catarinense-150ml/p,8091,23.5,https://www.saojoaofarmacias.com.br/camomila-150ml-catarinense/p,,23.79
7897129300059,   CAMOMILINA C 20CAP,105451,56.0,https://www.precopopular.com.br/camomilina-c-com-20-capsulas/p,694258,49.94,,,,https://www.paguemenos.com.br/camomilina-c-theraskin-com-20-capsulas/p,30300,44.85,https://www.saojoaofarmacias.com.br/camomilina-c-20cap-theraskin/p,,47.59
7896658001116,   CANDICORT CR DERM 30G,2384,38.0,https://www.precopopular.com.br/candicort-creme-30g/p,171704,33.27,,,,,,,https://www.saojoaofarmacias.com.br/candicort-cr-30g-ache/p,,34.39
7896658001123,   CANDICORT POM DERM 30G,3480,38.0,https://www.precopopular.com.br/candicort-pomada-30g/p,174299,33.27,,,,https://www.paguemenos.com.br/candicort-pomada-30g/p,1865,34.85,https://www.saojoaofarmacias.com.br/candicort-30g-pom-ache/p,,34.79
7891106900591,   CANESTEN 10MG/G CR DERM 20G,3338,27.0,https://www.precopopular.com.br/canesten-creme-20g/p,684404,25.97,,,,https://www.paguemenos.com.br/canesten-creme-20g/p,13943,23.85,https://www.saojoaofarmacias.com.br/canesten-cr-20g-bayer/p,,23.89
7891106900898,   CANESTEN 10MG/ML GTS 30ML,3391,35.75,https://www.precopopular.com.br/canesten-solucao-topica-30ml/p,708026,37.31,,,,,,,,,
7891106900614,   CANESTEN 10MG/ML SPR 30ML,1806,43.4,https://www.precopopular.com.br/canesten-30ml-solucao-spray-10mg-ml/p,509143,55.78,,,,,,,,,
7897851220236,   CAPILAREMA 75MG 30CP,1385,58.4,https://www.precopopular.com.br/capilarema-75mg-com-30-comprimidos/p,700738,51.23,,,,https://www.paguemenos.com.br/capilarema-75mg-com-30-comprimidos/p,23248,49.65,https://www.saojoaofarmacias.com.br/capilarema-75mg-30-comprimidos-baldacci/p,,48.99
7891317000189,   CARBOLITIUM 300MG 50CP REV,2567,47.0,https://www.precopopular.com.br/carbolitium-com-50-comprimidos/p,8367,41.43,,,,,,,https://www.saojoaofarmacias.com.br/10093904/p,,47.85
7891317013608,   CARBOLITIUM 300MG 60CP REV,139521,54.99,https://www.precopopular.com.br/carbolitium-com-60-comprimidos-revestidos-300mg/p,741881,46.43,,,,,,,,,
7891317013615,   CARBOLITIUM 300MG 90CP REV,135416,72.0,https://www.precopopular.com.br/carbolitium-com-90-comprimidos-revestidos-300mg/p,741882,62.54,,,,,,,,,
7891317021269,   CARBOLITIUM CR 450MG 30CP L.P,1259,66.5,,,,,,,,,,,,
7891317013622,   CARBOLITIUM CR 450MG 60CP L.P,134963,120.0,https://www.precopopular.com.br/carbolitium-cr-com-60-comprimidos-liberacao-prolongada-450mg/p,741883,104.76,,,,,,,,,
7891317013639,   CARBOLITIUM CR 450MG 90CP L.P,134890,179.0,https://www.precopopular.com.br/carbolitium-cr-com-90-comprimidos-liberacao-prolongada-450mg/p,741884,155.41,,,,,,,,,
7896026307161,   CARDIZEM SR 120MG 20CAP GEL D,17839,70.5,https://www.precopopular.com.br/cardizem-s-r-120mg-com-20-comprimidos/p,551077,58.77,,,,https://www.paguemenos.com.br/cardizem-sr-120mg-com-20-capsulas/p,4368,59.35,https://www.saojoaofarmacias.com.br/cardizem-sr-120mg-20cap-boehringer/p,,55.69
7896026307154,   CARDIZEM SR 90MG 20CAP GEL D,17840,54.19,,,,,,,https://www.paguemenos.com.br/cardizem-sr-90mg-com-20-capsulas/p,4367,47.85,https://www.saojoaofarmacias.com.br/cardizem-sr-90mg-20cap-boehringer/p,,43.29
6967890656189,   CAREGADO DE PAREDE UN,26399,29.9,,,,,,,,,,,,
7894916502665,"   CARVEDILAT 3,125MG 30CP",107627,44.83,,,,,,,,,,,,
7896083400119,   CASTANHA DA INDIA 100MG 45CP,3135,53.17,https://www.precopopular.com.br/castanha-da-india-herbarium-100mg-com-45-comprimidos/p,684714,50.54,,,,https://www.paguemenos.com.br/castanha-da-india-herbarium-com-45-comprimidos/p,27484,41.87,,,
7896261013490,   CATAFLAM 50MG 10DRG,107547,23.89,https://www.precopopular.com.br/cataflam-50mg-com-10-drageas/p,700651,21.24,,,,https://www.paguemenos.com.br/cataflam-50mg-com-10-comprimidos/p,32401,23.65,https://www.saojoaofarmacias.com.br/cataflam-50mg-10cp-novartis/p,,22.29
7896261000445,   CATAFLAM 50MG 20CP DISP,6657,47.0,https://www.precopopular.com.br/cataflam-d-50mg-com-20-comprimidos/p,554261,40.38,,,,https://www.paguemenos.com.br/cataflam-d-com-20-comprimidos/p,5185,46.55,https://www.saojoaofarmacias.com.br/cataflam-d-50mg-20cp-novartis/p,,42.29
7896261013483,   CATAFLAM 50MG 20DRG,5694,47.9,https://www.precopopular.com.br/cataflam-50mg-com-20-drageas/p,534619,39.35,,,,https://www.paguemenos.com.br/cataflam-50mg-com-20-comprimidos/p,2259,47.45,https://www.saojoaofarmacias.com.br/cataflam-50mg-20cp-novartis/p,,42.89
7896261018563,   CATAFLAM SPO ICE AER 120G,133437,59.9,https://www.precopopular.com.br/cataflam-sport-ice-aerossol-120g/p,722622,60.25,,,,https://www.paguemenos.com.br/cataflam-sport-ice-aerosol-220ml/p,40776,60.25,https://www.saojoaofarmacias.com.br/cataflam-sport-ice-120g-gsk/p,,52.79
7896261018303,   CATAFLAM SPO ICE AER 60G,123447,34.5,,,,,,,https://www.paguemenos.com.br/cataflam-sport-ice-aerosol-106ml/p,40777,34.55,https://www.saojoaofarmacias.com.br/cataflam-sport-ice-60g-gsk/p,,45.99
7896261005723,"   CATAFLAMPRO 1,16MG/G AERO 60G",102569,41.5,https://www.precopopular.com.br/cataflam-pro-aerossol-60g/p,694632,38.83,,,,https://www.paguemenos.com.br/cataflampro-aerosol-60g-novo/p,92591,36.9,https://www.saojoaofarmacias.com.br/cataflam-60g-aero-gks/p,,41.85
7896261014268,"   CATAFLAMPRO 11,6MG/G EMUL 60G",113582,39.9,https://www.precopopular.com.br/cataflam-pro-emulgel-60g-gel-11-6mg-g/p,505945,36.13,,,,https://www.paguemenos.com.br/cataflampro-emulgel-11-6mg-g-com-60g/p,7904,27.95,https://www.saojoaofarmacias.com.br/cataflam-emulgel-60g-gsk/p,,39.89
7896261018310,"   CATAFLAMPRO 11,6MG/G EMULG 150",18739,66.99,https://www.precopopular.com.br/cataflam-pro-emulgel-150g/p,718677,54.67,,,,https://www.paguemenos.com.br/cataflampro-emulgel-tripla-acao-analgesico-anti-inflamatorio-para-tratamento-da-inflamacao-muscular-com-150g/p,37703,50.85,https://www.saojoaofarmacias.com.br/cataflam-pro-artrite-150g-emulgel-gsk/p,,63.19
7896261014244,"   CATAFLAMPRO 11,6MG/G EMULG 30G",8729,21.0,https://www.precopopular.com.br/cataflam-pro-emulgel-30g/p,705972,18.01,,,,https://www.paguemenos.com.br/cataflampro-emulgel-tripla-acao-analgesico-anti-inflamatorio-para-tratamento-da-inflamacao-e-dor-muscular-com-30g/p,28567,15.75,https://www.saojoaofarmacias.com.br/cataflam-emulgel-30g-gsk/p,,21.01
7896261019348,   CATAFLAMPRO XT EMULG 12H 100G,17848,70.0,https://www.precopopular.com.br/cataflam-pro-xt-2--emulgel-100g/p,724320,66.32,,,,https://www.paguemenos.com.br/cataflampro-xt-emulgel-12-horas-analgesico-anti-inflamatorio-para-tratamento-da-inflamacao-muscular-e-dor-nas-articulacoes-com-100g/p,42344,71.25,https://www.saojoaofarmacias.com.br/cataflam-pro-xt-emulgel-100g-gsk/p,,62.99
7896261019331,   CATAFLAMPRO XT EMULG 12H 50G,13212,47.5,,,,,,,https://www.paguemenos.com.br/cataflampro-xt-emulgel-12-horas-analgesico-anti-inflamatorio-para-tratamento-da-inflamacao-muscular-e-dor-nas-articulacoes-com-50g/p,47488,40.25,https://www.saojoaofarmacias.com.br/cataflam-pro-xt-emulgel-50g-gsk/p,,44.19
7891268100709,   CAVERJECT 10MCG FA+SER DIL 1ML,73015,104.05,,,,,,,https://www.paguemenos.com.br/caverject-10mcg-com-ampola-1ml/p,28690,92.65,https://www.saojoaofarmacias.com.br/caverject-10mcg-pfizer/p,,84.89
7891721104923,   CEBION 1G ACEROLA 10CP EFERV,102913,18.07,,,,,,,,,,,,
7891721100017,   CEBION 1G LARAN 10CP EFERV,231,16.0,https://www.precopopular.com.br/cebion-1g-sabor-laranja-com-10-comprimidos/p,8846,13.92,,,,https://www.paguemenos.com.br/comprimidos-efervescentes-cebion-vitamina-c-sabor-laranja-10-comprimidos/p,1732,16.05,https://www.saojoaofarmacias.com.br/cebion-1g-10-comprimidos-efervecente-merck/p,,16.18
7891721104916,   CEBION 1G LARAN 30CP EFERV,105477,25.0,,,,,,,,,,,,
7891721104831,   CEBION 1G LARAN S/ACU 10CP EF,108460,18.0,https://www.precopopular.com.br/cebion-1g-sem-acucar-com-10-comprimidos-efervescentes/p,701579,15.5,,,,https://www.paguemenos.com.br/cebion-vitamina-c-sabor-laranja-sem-acucar-com-10-comprimidos-efervescentes/p,24111,17.65,https://www.saojoaofarmacias.com.br/1006490/p,,15.99
7891721100048,   CEBION 200MG/ML GTS 30ML,126040,16.0,,,,,,,,,,,,
7891721100024,   CEBION 2G 10CP EFERV,232,27.95,https://www.precopopular.com.br/cebion-2g-com-10-comprimidos-efervescentes/p,8854,23.28,,,,https://www.paguemenos.com.br/cebion-2g-com-10-comprimidos-efervescentes/p,1733,26.65,https://www.saojoaofarmacias.com.br/cebion-2g-10cp-eferv-procter/p,,27.97
7891721022128,   CEBION 500MG 30CP,133212,29.0,https://www.precopopular.com.br/cebion-acao-prolongada-500mg-com-30-comprimidos/p,711541,26.5,,,,https://www.paguemenos.com.br/cebion-vitamina-c-500mg-de-acao-prolongada-com-30-comprimidos/p,33361,28.25,https://www.saojoaofarmacias.com.br/100006772/p,,29.06
7896094202047,   CEBRALAT 100MG 60CP,17846,81.66,https://www.precopopular.com.br/cebralat-100mg-com-60-comprimidos/p,708795,67.61,,,,https://www.paguemenos.com.br/cebralat-100mg-com-60-comprimidos/p,31428,62.05,https://www.saojoaofarmacias.com.br/cebralat-100mg-60-comprimidos-libbs/p,,67.19
7896094201422,   CEBRALAT 50MG 30CP,107548,30.52,,,,,,,,,,https://www.saojoaofarmacias.com.br/cebralat-50mg-30cp-libbs/p,,33.85
7896094202030,   CEBRALAT 50MG 60CP,113632,40.68,https://www.precopopular.com.br/cebralat-50mg-com-60-comprimidos/p,708774,33.08,,,,https://www.paguemenos.com.br/cebralat-50mg-com-60-comprimidos/p,31429,34.15,https://www.saojoaofarmacias.com.br/cebralat-50mg-60-comprimidos-libbs/p,,34.59
7894916505147,   CECLOR 375MG/5ML SUS OR 100ML,3751,146.0,https://www.precopopular.com.br/ceclor-375mg-100ml-suspensao-oral/p,705459,121.8,,,,,,,https://www.saojoaofarmacias.com.br/ceclor-375mg-susp-100ml-sigma-pharma/p,,146.55
7894916505673,   CECLOR BD 500MG 10CP REV,131714,94.35,https://www.precopopular.com.br/ceclor-bd-com-10-comprimidos-revestidos-de-liberacao-prolongada-500mg/p,717004,85.38,,,,,,,https://www.saojoaofarmacias.com.br/ceclor-bd-500mg-10cp-rev-sigma-pharma/p,,94.35
7894916503914,   CECLOR BD 750MG 14CP L.P,112903,198.0,https://www.precopopular.com.br/ceclor-bd-750mg-com-14-comprimidos/p,707583,177.07,,,,,,,https://www.saojoaofarmacias.com.br/ceclor-bd-750mg-14cp-rev-sigma-pharma/p,,198.28
7896658002205,   CEFALIUM 12CP,7205,21.5,,,,,,,,,,,,
7896658036057,   CEFALIUM ONE 750MG 20CP,16937,25.0,https://www.precopopular.com.br/cefalium-one-750mg-com-20-comprimidos-revestidos/p,737512,20.12,,,,https://www.paguemenos.com.br/cefalium-one-750mg-com-20-comprimidos/p,55964,19.93,https://www.saojoaofarmacias.com.br/10021175/p,,25.02
7896658001079,   CEFALIV 12CP,83813,20.0,https://www.precopopular.com.br/cefaliv-com-12-comprimidos/p,606880,19.4,,,,,,,https://www.saojoaofarmacias.com.br/cefaliv-12-comprimidos-ache/p,,18.49
7908236800698,   CELEBRA 100MG 20CAP DURA,43650,85.5,https://www.precopopular.com.br/celebra-100mg-com-20-capsulas/p,683442,77.09,,,,,,,,,
7891268100808,   CELEBRA 100MG 20CAP DURA,65320,69.2,,,,,,,,,,,,
7908236800049,   CELEBRA 200MG 10CAP DURA,89778,70.68,https://www.precopopular.com.br/celebra-200mg-com-10-capsulas/p,683450,62.47,,,,,,,https://www.saojoaofarmacias.com.br/9674/p,,70.68
7908236800056,   CELEBRA 200MG 15CAP DURA,89779,104.5,https://www.precopopular.com.br/celebra-200mg-com-15-capsulas/p,712912,92.46,,,,,,,,,
7891142126153,   CELESTAMINE GTS 20ML,13398,51.7,https://www.precopopular.com.br/celestamine-gotas-20ml/p,710147,49.95,,,,https://www.paguemenos.com.br/celestamine-gotas-20ml/p,32684,46.25,https://www.saojoaofarmacias.com.br/celestamine-20ml-gotas-mantecorp/p,,45.99
7891142115614,   CELESTAMINE XPE S/AC 120ML,245,62.0,https://www.precopopular.com.br/celestamine-xarope-120ml/p,550801,57.53,,,,,,,https://www.saojoaofarmacias.com.br/10097520/p,,55.39
7891142128249,"   CELESTONE 0,1MG/ML ELX 120ML",248,43.41,https://www.precopopular.com.br/celestone-elixir-120ml/p,552489,36.98,,,,https://www.paguemenos.com.br/celestone-elixir-120ml/p,8479,38.85,https://www.saojoaofarmacias.com.br/celestone-elix-120ml-mantecorp-log-d/p,,43.41
7891142128133,"   CELESTONE 0,5MG 20CP",6672,19.9,https://www.precopopular.com.br/celestone-0-5mg-com-20-comprimidos/p,551661,18.7,,,,https://www.paguemenos.com.br/celestone-0-5mg-com-20-comprimidos/p,2271,18.45,,,
7891142128096,   CELESTONE 2MG 10CP,247,26.9,https://www.precopopular.com.br/celestone-2mg-com-10-comprimidos/p,9193,22.82,,,,https://www.paguemenos.com.br/celestone-2mg-com-10-comprimidos/p,2273,24.45,https://www.saojoaofarmacias.com.br/celestone-2mg-10cp-mantecorp-log-d/p,,24.29
7891142128546,   CELESTONE 4MG/ML AMP 1ML,5014,10.52,,,,,,,,,,https://www.saojoaofarmacias.com.br/celestone-4mg-1x1ml-amp-mantecorp-log-d/p,,10.52
7891142128638,   CELESTONE SOLUSPAN 3MG/ML AMP,249,28.85,https://www.precopopular.com.br/celestone-soluspan-com-1-ampola-de-1ml/p,9135,27.41,,,,,,,https://www.saojoaofarmacias.com.br/celestone-soluspan-1x1ml-amp-mantecorp-l/p,,24.89
7891045040679,   CENTRUM A-Z 30CP,103613,62.9,https://www.precopopular.com.br/centrum--multivitaminico-adulto-com-vitaminas-de-a-a-z--30-comprimidos/p,689319,63.9,,,,https://www.paguemenos.com.br/centrum-adulto-multivitaminico-de-a-a-zinco-com-vitaminas-e-minerais-30-comprimidos/p,16459,59.55,https://www.saojoaofarmacias.com.br/centrum-30cp-whitehall/p,,56.9
7891045040686,   CENTRUM A-Z 60CP,17844,105.0,https://www.precopopular.com.br/centrum--multivitaminico-adulto-com-vitaminas-de-a-a-z---60-comprimidos/p,600745,117.9,,,,https://www.paguemenos.com.br/centrum-multivitaminico-adulto-com-vitaminas-de-a-a-z-60-comprimidos/p,1678,105.35,https://www.saojoaofarmacias.com.br/centrum-60cp-whitehall/p,,103.29
7896009498138,   CENTRUM AD 60CP,139214,113.0,,,,,,,,,,,,
7896015593131,   CENTRUM ENER 60CAP,136004,79.9,,,,,,,https://www.paguemenos.com.br/centrum-multivitaminico-energia-corpo-mente-com-cafeina-com-60-capsulas/p,92552,69.9,,,
7896015592943,   CENTRUM ESSENT HOMEM A-Z 30CP,89972,77.5,https://www.precopopular.com.br/centrum-essentials-polivitaminico-homem-vitaminas-de-a-a-z--30-comp-/p,740112,73.5,,,,https://www.paguemenos.com.br/centrum-essentials-homem-com-30-comprimidos-revestidos/p,59122,63.9,https://www.saojoaofarmacias.com.br/centrum-essentials-homem-30cp-whitehall/p,,72.99
7896015592950,   CENTRUM ESSENT HOMEM A-Z 60CP,138288,143.94,https://www.precopopular.com.br/centrum-essentials-polivitaminico-homem-vitaminas-de-a-a-z-60-comp-/p,740129,139.9,,,,https://www.paguemenos.com.br/centrum-essentials-homem-com-60-comprimidos-revestidos/p,59176,138.75,https://www.saojoaofarmacias.com.br/centrum-essentials-homem-60cp-whitehall/p,,137.99
7896015592974,   CENTRUM ESSENT MULHER A-Z 60CP,135385,138.0,https://www.precopopular.com.br/centrum-essentials-polivitaminico-vitaminas-mulher-de-a-a-z-60-comp-/p,740114,139.9,,,,https://www.paguemenos.com.br/centrum-essentials-polivitaminico-vitaminas-mulher-de-a-a-z-60-comprimidos/p,59124,138.75,https://www.saojoaofarmacias.com.br/centrum-essentials-mulher-60cp-whitehal/p,,137.99
7896015593148,   CENTRUM FOR/MOVIM 30CAP MOLE,138770,78.9,https://www.precopopular.com.br/centrum-suplemento-vitaminico-forca-e-movimento-multivitaminico-30-caps/p,742806,79.9,,,,https://www.paguemenos.com.br/centrum-forca-movimento-com-30-capsulas/p,92553,79.9,,,
7891045043151,   CENTRUM GENDER HOMEM 60CP,17652,117.5,,,,,,,https://www.paguemenos.com.br/centrum-homem-com-60-comprimidos/p,42303,125.75,https://www.saojoaofarmacias.com.br/centrum-homem-60cp-whitehall/p,,140.99
7891045043144,   CENTRUM HOMEM 30CP,109743,69.95,,,,,,,https://www.paguemenos.com.br/centrum-homem-com-30-comprimidos/p,42304,63.55,https://www.saojoaofarmacias.com.br/centrum-homem-30cp-whitehall/p,,78.99
7896015593155,   CENTRUM IMUN/PROT 60CAP MOLE,139226,76.5,,,,,,,https://www.paguemenos.com.br/centrum-imunidade-protecao-com-60-capsulas/p,92554,79.9,,,
7891045043083,   CENTRUM MULHER 30CP,109745,61.5,,,,,,,https://www.paguemenos.com.br/centrum-mulher-com-30-comprimidos/p,42302,63.55,https://www.saojoaofarmacias.com.br/centrum-mulher-30-comprimidos/p,,78.99
7891045043090,   CENTRUM MULHER 60CP,109744,125.0,,,,,,,https://www.paguemenos.com.br/centrum-mulher-com-60-comprimidos/p,42301,125.75,https://www.saojoaofarmacias.com.br/centrum-mulher-60-comprimidos/p,,140.99
7896015592967,   CENTRUM MULHER ESSEN 30CP REV,131383,72.0,https://www.precopopular.com.br/centrum-essentials-polivitaminico-vitaminas-mulher-de-a-a-z-30-comp-/p,740113,73.5,,,,https://www.paguemenos.com.br/centrum-essentials-polivitaminico-vitaminas-mulher-de-a-a-z-com30-comprimidos/p,59123,63.9,https://www.saojoaofarmacias.com.br/centrum-essentials-mulher-30cp-whitehal/p,,73.99
7891045043472,   CENTRUM SELECT HOMEM 30CP,14864,73.95,https://www.precopopular.com.br/centrum-select-suplemento-vitaminico-homem-50---vitaminas-de-a-a-z-30--comprimidos/p,726942,92.9,,,,,,,https://www.saojoaofarmacias.com.br/centrum-select-homem-30cp-whitehall/p,,80.29
7896009498213,   CENTRUM SELECT MULHER 60CP,138771,152.0,,,,,,,,,,,,
7897337716215,   CERAZETTE 75MCG 28CP REV,102346,43.99,,,,,,,,,,,,
7897572006119,   CERAZETTE 75MCG 84CP REV,14167,106.99,https://www.precopopular.com.br/cerazette-com-84-comprimidos/p,722592,84.9,,,,https://www.paguemenos.com.br/cerazette-com-84-comprimidos/p,40982,104.85,https://www.saojoaofarmacias.com.br/cerazette-75mg-3x28-comprimidos-schering-plough/p,,127.9
7897572006118,   CERAZETTE FRACIONADO C/ 1 28CP,123110,34.9,,,,,,,,,,,,
7896548140284,   CERUMIN SOL OTOL 8ML,255,16.0,https://www.precopopular.com.br/cerumin-otologico-gotas-8ml/p,9355,16.32,,,,https://www.paguemenos.com.br/cerumin-solucao-otologica-8ml/p,69,14.55,https://www.saojoaofarmacias.com.br/cerumin-sol-otol-8ml-novartis/p,,16.14
78961121361320,   CETOPROFENO GEL  25MG/G 30G,111225,15.5,,,,,,,,,,,,
7896006290070,   CETROLAC 5MG/ML COL 5ML,17210,61.0,,,,,,,,,,https://www.saojoaofarmacias.com.br/cetrolac-5ml-oft-genom/p,,52.29
7896006290124,   CETROLAC MD 4MG/ML COL 5ML,16303,47.5,https://www.precopopular.com.br/cetrolac-md-4mg-colirio-5ml/p,736156,46.02,,,,https://www.paguemenos.com.br/cetrolac-md-4mg-ml-5ml/p,53998,43.75,,,
7896006207665,   CETROLAC MD 4MG/ML SOL 10ML,55633,97.6,https://www.precopopular.com.br/cetrolac-md-4mg-colirio-10ml/p,725859,81.12,,,,https://www.paguemenos.com.br/cetrolac-md-4mg-ml-10ml/p,43697,84.25,,,
7897595900685,   CEWIN 1G LAR 10CP EFERV,1331,15.5,https://www.precopopular.com.br/vitamina-c-efervescente-cewin-1g-com-10-comprimidos/p,626953,17.43,,,,https://www.paguemenos.com.br/vitamina-c-cewin%C2%AE-1g-10-comprimidos/p,6073,13.15,https://www.saojoaofarmacias.com.br/cewin-1g-10cp-eferv-sanofi/p,,18.42
7897595900708,   CEWIN 200MG/ML GTS 20ML,261,18.5,https://www.precopopular.com.br/vitamina-c-em-gotas-cewin-200-mg-ml/p,153031,16.26,,,,,,,https://www.saojoaofarmacias.com.br/cewin-gotas-20ml-sanofi/p,,18.19
7897595901514,   CEWIN 500MG 10CP EFERV,100902,14.3,,,,,,,,,,https://www.saojoaofarmacias.com.br/cewin-500mg-10-comprimidos-sanofi/p,,14.39
7897595900715,   CEWIN 500MG 30CP L.P,1400,26.0,,,,,,,,,,https://www.saojoaofarmacias.com.br/cewin-500mg-30cp-sanofi/p,,30.6
7891058000295,   CEWIN 500MG 30CP L.P,73292,38.99,https://www.precopopular.com.br/vitamina-c-cewin-500mg-30-comprimidos/p,740450,34.89,,,,https://www.paguemenos.com.br/cewin-500mg-com-30-comprimidos-novo/p,58090,32.1,https://www.saojoaofarmacias.com.br/cewin-500mg-30cp-lib-prol-sanofi/p,,30.29
7896382705342,   CIALIS 20MG 1CP REV,109710,71.5,https://www.precopopular.com.br/cialis-20mg-com-1-comprimido/p,725317,60.35,,,,https://www.paguemenos.com.br/cialis-20mg-com-1-comprimido/p,41643,63.35,https://www.saojoaofarmacias.com.br/cialis-20mg-1cp-rev-lilly/p,,71.61
7896382703614,   CIALIS 20MG 2CP REV,103614,143.0,https://www.precopopular.com.br/cialis-20mg-com-2-comprimidos/p,698152,117.07,,,,https://www.paguemenos.com.br/cialis-20mg-com-2-comprimidos/p,20079,124.45,https://www.saojoaofarmacias.com.br/cialis-20mg-2cp-rev-lilly/p,,120.49
